step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
3430,857,5e-4,0.903675,2.4687,1264.76,0.8650,0.151021,0.091951,4.808959,0.075386,0.090077,0.088220,0.082082,0.090734,0.088663,0.092889,0.096090
3440,860,5e-4,0.852518,2.3455,1283.66,0.9047,0.147659,0.087605,4.494839,0.090401,0.091699,0.090107,0.090032,0.083829,0.089706,0.086649,0.098043
3450,862,5e-4,0.903660,2.4686,1373.76,0.8874,0.157056,0.090921,4.785462,0.079474,0.099040,0.079938,0.088928,0.090589,0.088551,0.090546,0.094481
3460,865,5e-4,0.863612,2.3717,1282.65,0.9287,0.150528,0.091248,4.534276,0.091749,0.089929,0.089980,0.084819,0.086914,0.092345,0.093169,0.097043
3470,867,5e-4,0.870354,2.3878,1270.17,0.8860,0.149911,0.089573,4.594314,0.081051,0.100407,0.092585,0.084620,0.085456,0.087002,0.085675,0.100514
3480,870,5e-4,0.873885,2.3962,1550.90,0.9225,0.148735,0.087676,4.431350,0.096673,0.075070,0.077934,0.086279,0.082163,0.083940,0.086455,0.093058
3490,872,5e-4,0.911694,2.4885,1296.98,0.8888,0.152344,0.090556,4.812308,0.084585,0.086223,0.100275,0.087429,0.080601,0.087604,0.091282,0.098656
3500,875,5e-4,0.931301,2.5378,1655.24,0.9037,0.153887,0.089680,4.848248,0.076361,0.119657,0.083488,0.087586,0.088005,0.090023,0.087999,0.096213
3510,877,5e-4,0.892658,2.4416,1444.13,0.8668,0.150857,0.088194,4.684134,0.088212,0.094477,0.080243,0.089062,0.087118,0.087598,0.085487,0.092757
3520,880,5e-4,0.921559,2.5132,1739.98,0.8940,0.150254,0.087777,4.754230,0.115277,0.075576,0.084165,0.084940,0.082427,0.083067,0.088302,0.088150
3530,882,5e-4,0.897351,2.4531,1442.46,0.9022,0.153492,0.089051,4.607113,0.087667,0.091208,0.089041,0.084324,0.087638,0.085631,0.085787,0.102153
3540,885,5e-4,0.869929,2.3867,1316.84,0.9207,0.148130,0.088665,4.561877,0.088702,0.080705,0.085730,0.083819,0.080169,0.082685,0.089293,0.098000
3550,887,5e-4,0.969902,2.6377,1521.49,0.8714,0.159823,0.091587,5.048711,0.099921,0.082186,0.102969,0.088680,0.092887,0.086094,0.089592,0.098736
3560,890,5e-4,0.875972,2.4012,1384.15,0.8985,0.152770,0.090064,4.664498,0.079496,0.092336,0.094161,0.082225,0.085705,0.092950,0.086559,0.091422
3570,892,5e-4,0.869663,2.3861,1307.32,0.9115,0.150764,0.089501,4.540285,0.095981,0.084774,0.094462,0.089622,0.083882,0.088477,0.088508,0.106989
3580,895,5e-4,0.801480,2.2288,1299.14,0.9438,0.148848,0.088341,4.214499,0.097056,0.078271,0.086727,0.071279,0.082681,0.087359,0.088832,0.101897
3590,897,5e-4,0.851449,2.3430,1193.64,0.9298,0.151008,0.091263,4.467852,0.100141,0.096934,0.103835,0.084404,0.085164,0.089988,0.090648,0.099335
3600,900,5e-4,0.907796,2.4789,1902.97,0.9381,0.151442,0.087676,4.615354,0.085119,0.090057,0.088546,0.093510,0.083904,0.085732,0.083101,0.091988
3610,902,5e-4,0.881541,2.4146,1525.98,0.9210,0.156516,0.091734,4.528857,0.092412,0.106901,0.088663,0.088493,0.083186,0.085610,0.089343,0.103693
3620,905,5e-4,0.874455,2.3976,1418.50,0.9311,0.149606,0.087651,4.532152,0.094492,0.092811,0.094641,0.086798,0.088229,0.085543,0.085126,0.106089
3630,907,5e-4,0.907624,2.4784,1756.85,0.8868,0.153108,0.091987,4.681408,0.087350,0.087290,0.090869,0.081932,0.091776,0.092278,0.087611,0.097184
3640,910,5e-4,0.903662,2.4686,1548.54,0.9289,0.151098,0.089898,4.652825,0.098318,0.086028,0.088342,0.089449,0.086161,0.093554,0.085694,0.095237
3650,912,5e-4,0.873063,2.3942,1394.78,0.8911,0.149808,0.089419,4.496038,0.080303,0.077496,0.087600,0.089158,0.078315,0.085688,0.087648,0.099291
3660,915,5e-4,0.904729,2.4713,1445.75,0.8897,0.151341,0.089230,4.718646,0.080766,0.096626,0.088768,0.089224,0.081369,0.082402,0.090393,0.093508
3670,917,5e-4,0.880610,2.4124,1542.44,0.8695,0.154799,0.090482,4.639598,0.078909,0.080863,0.079674,0.077630,0.086551,0.090033,0.087446,0.103973
3680,920,5e-4,0.866965,2.3797,1934.53,0.9104,0.150141,0.088699,4.294795,0.072599,0.088979,0.083852,0.083657,0.086469,0.082959,0.086505,0.096017
3690,922,5e-4,0.879154,2.4089,1621.22,0.8787,0.151334,0.089036,4.559451,0.080266,0.077816,0.087122,0.085834,0.085755,0.087447,0.090576,0.096043
3700,925,5e-4,0.822419,2.2760,1702.55,0.9387,0.150358,0.090010,4.156396,0.086301,0.086168,0.103065,0.084567,0.086748,0.086009,0.090907,0.092259
3710,927,5e-4,0.828103,2.2890,1190.11,0.8803,0.149656,0.089815,4.349229,0.100082,0.092315,0.112789,0.079009,0.093037,0.089499,0.086983,0.092419
3720,930,5e-4,0.828199,2.2892,1272.87,0.9306,0.147684,0.088937,4.255603,0.098843,0.080177,0.086483,0.080095,0.082550,0.088742,0.086783,0.098934
3730,932,5e-4,0.866704,2.3791,1926.19,0.8426,0.152681,0.090602,4.566451,0.091835,0.085783,0.095046,0.089483,0.092287,0.085309,0.087051,0.096810
3740,935,5e-4,0.948352,2.5815,1319.51,0.9045,0.156156,0.092421,5.113347,0.095141,0.092823,0.085623,0.079226,0.091579,0.090023,0.094458,0.097805
3750,937,5e-4,0.886500,2.4266,1624.87,0.8612,0.150258,0.089883,4.581791,0.102228,0.108928,0.103433,0.080393,0.092280,0.082331,0.088523,0.096954
3760,940,5e-4,0.824522,2.2808,1324.09,0.9082,0.148436,0.089984,4.258222,0.107797,0.092737,0.094052,0.089954,0.086382,0.079835,0.089166,0.100741
3770,942,5e-4,0.870668,2.3885,1272.62,0.8620,0.150249,0.090351,4.635608,0.081509,0.100699,0.105013,0.093845,0.086790,0.090518,0.087397,0.093318
3780,945,5e-4,0.846138,2.3306,1566.83,0.9130,0.145024,0.085366,4.305246,0.084492,0.083779,0.089920,0.086834,0.078589,0.084064,0.084395,0.091630
3790,947,5e-4,0.798813,2.2229,1238.25,0.8789,0.147087,0.089346,4.236677,0.081666,0.088391,0.083428,0.089752,0.089049,0.085554,0.087847,0.093239
3800,950,5e-4,0.856334,2.3545,1364.89,0.9366,0.148783,0.090703,4.414984,0.099287,0.080483,0.078344,0.082895,0.084731,0.089318,0.090979,0.098412
3810,952,5e-4,0.913321,2.4926,1372.65,0.8831,0.154129,0.092510,4.732385,0.089205,0.090677,0.085755,0.083812,0.089432,0.086360,0.093795,0.099241
3820,955,5e-4,0.856175,2.3541,1679.64,0.9023,0.153489,0.092202,4.402053,0.084068,0.092496,0.090128,0.087596,0.088963,0.086174,0.089291,0.100435
3830,957,5e-4,0.937062,2.5525,1402.05,0.8700,0.158808,0.096412,4.940388,0.086774,0.091939,0.106645,0.098124,0.093453,0.091131,0.094965,0.102227
3840,960,5e-4,0.874701,2.3982,1496.22,0.8899,0.153133,0.090833,4.576063,0.103184,0.075757,0.077447,0.081734,0.087812,0.087619,0.087738,0.101879
3850,962,5e-4,0.917369,2.5027,1437.92,0.8913,0.158590,0.096004,4.769448,0.098218,0.089041,0.092356,0.088666,0.087483,0.092967,0.093043,0.105492
3860,965,5e-4,0.808087,2.2436,1503.59,0.9060,0.146512,0.089731,4.124790,0.098277,0.085813,0.084690,0.086249,0.088384,0.089009,0.088071,0.096031
3870,967,5e-4,0.862262,2.3685,1280.03,0.8947,0.150680,0.089047,4.438771,0.068883,0.086754,0.094597,0.081362,0.084585,0.084403,0.086624,0.100012
3880,970,5e-4,0.891938,2.4399,1369.63,0.8972,0.155444,0.093601,4.686770,0.066882,0.086979,0.088402,0.096420,0.088618,0.087932,0.094153,0.104067
3890,972,5e-4,0.855085,2.3516,1385.40,0.8852,0.152431,0.089471,4.351341,0.095548,0.090217,0.083833,0.084567,0.086617,0.084571,0.089593,0.096144
3900,975,5e-4,0.765125,2.1493,1310.84,0.8772,0.145122,0.085859,4.004764,0.083564,0.094378,0.083953,0.084489,0.077440,0.084794,0.084024,0.091586
3910,977,5e-4,0.802352,2.2308,1388.91,0.8582,0.147344,0.086773,4.163236,0.105673,0.096194,0.099487,0.080212,0.080924,0.085744,0.085705,0.086950
3920,980,5e-4,0.806255,2.2395,1394.05,0.8942,0.149172,0.089816,4.174393,0.076664,0.089174,0.099016,0.088951,0.087811,0.083771,0.089059,0.096410
3930,982,5e-4,0.917657,2.5034,1344.06,0.8359,0.157233,0.094726,4.890028,0.092028,0.079810,0.086668,0.084545,0.086801,0.091218,0.091664,0.113481
3940,985,5e-4,0.814494,2.2580,1459.34,0.8941,0.145812,0.086602,4.186404,0.099452,0.080734,0.087685,0.074566,0.080884,0.084819,0.086239,0.095517
3950,987,5e-4,0.912857,2.4914,1490.74,0.8243,0.154532,0.091240,4.794817,0.096012,0.095109,0.098475,0.091335,0.083900,0.091748,0.089905,0.095138
3960,990,5e-4,0.908806,2.4814,1488.12,0.8686,0.154894,0.092715,4.715628,0.097989,0.090587,0.090585,0.096450,0.094381,0.090561,0.089379,0.095393
3970,992,5e-4,0.861184,2.3660,1520.96,0.8538,0.149936,0.089794,4.472371,0.095598,0.081877,0.090214,0.089268,0.083874,0.092104,0.091544,0.087847
3980,995,5e-4,0.861297,2.3662,1615.39,0.8546,0.148746,0.089100,4.397519,0.087855,0.082776,0.099248,0.083283,0.083330,0.084579,0.087257,0.095926
3990,997,5e-4,0.897540,2.4536,1505.97,0.8608,0.155101,0.093951,4.612293,0.090109,0.105530,0.092088,0.095216,0.082413,0.091427,0.088602,0.101552
4000,1000,5e-4,0.824390,2.2805,1335.71,0.9105,0.144083,0.087802,4.213977,0.091238,0.091488,0.087411,0.079512,0.081191,0.086425,0.088559,0.093610
4010,1002,5e-4,0.833533,2.3014,1441.28,0.8524,0.147734,0.088837,4.365183,0.090549,0.088308,0.095445,0.078448,0.085143,0.082556,0.086196,0.107832
4020,1005,5e-4,0.857805,2.3580,1607.29,0.8736,0.148567,0.091011,4.406645,0.085235,0.085169,0.085516,0.083735,0.083259,0.085011,0.090862,0.101427
4030,1007,5e-4,0.782251,2.1864,1332.65,0.8658,0.144366,0.088447,4.023911,0.098603,0.094705,0.088591,0.093405,0.083106,0.086858,0.086807,0.093928
4040,1010,5e-4,0.861461,2.3666,1224.42,0.8712,0.150679,0.092342,4.557800,0.097631,0.091297,0.095443,0.085947,0.092210,0.084767,0.095764,0.094834
4050,1012,5e-4,0.834575,2.3038,1740.87,0.8398,0.149805,0.090055,4.337901,0.080036,0.085589,0.092925,0.087764,0.090691,0.089100,0.086575,0.092081
4060,1015,5e-4,0.758200,2.1344,1249.79,0.9346,0.145092,0.088654,3.840759,0.098246,0.075383,0.083773,0.085706,0.085932,0.087955,0.088636,0.099493
4070,1017,5e-4,0.926581,2.5259,1416.94,0.8512,0.155121,0.093055,4.914212,0.092629,0.102594,0.103320,0.086239,0.089212,0.092360,0.089610,0.099382
4080,1020,5e-4,0.832430,2.2989,1311.39,0.9115,0.149881,0.092279,4.240280,0.086515,0.099379,0.086738,0.078214,0.088189,0.091129,0.091608,0.099434
4090,1022,5e-4,0.820114,2.2708,1360.16,0.8762,0.145553,0.088329,4.165305,0.059474,0.078808,0.078649,0.083048,0.079761,0.080956,0.088845,0.106022
4100,1025,5e-4,0.876425,2.4023,1303.56,0.8795,0.153281,0.095622,4.609908,0.100822,0.084337,0.093507,0.087646,0.089475,0.094426,0.096690,0.100210
4110,1027,5e-4,0.872073,2.3919,1458.70,0.8536,0.151007,0.091838,4.467761,0.098033,0.102039,0.097029,0.090900,0.087290,0.089443,0.088161,0.096598
4120,1030,5e-4,0.759575,2.1374,1206.58,0.9179,0.142768,0.089808,3.891949,0.086746,0.096705,0.088417,0.091226,0.086851,0.088765,0.089000,0.095954
4130,1032,5e-4,0.858931,2.3606,1401.40,0.8452,0.151797,0.092213,4.543966,0.089522,0.083433,0.106513,0.081833,0.090644,0.092939,0.089645,0.098233
4140,1035,5e-4,0.882611,2.4172,1614.79,0.8800,0.154022,0.093178,4.542383,0.114737,0.101037,0.086389,0.089117,0.086542,0.089564,0.091314,0.098334
4150,1037,5e-4,0.827699,2.2880,1473.14,0.8598,0.146862,0.088734,4.256364,0.066864,0.097338,0.071446,0.083028,0.085933,0.090395,0.085976,0.092065
4160,1040,5e-4,0.868192,2.3826,1217.48,0.8849,0.151576,0.094518,4.584234,0.087094,0.114292,0.103034,0.087384,0.096212,0.089173,0.092619,0.098941
4170,1042,5e-4,0.822216,2.2755,1224.85,0.8682,0.142290,0.087790,4.214380,0.085931,0.077309,0.099430,0.087983,0.087903,0.078942,0.088048,0.091236
4180,1045,5e-4,0.825286,2.2825,1649.70,0.8775,0.144551,0.088472,4.226193,0.115188,0.091940,0.087120,0.083808,0.085691,0.084513,0.091207,0.088785
4190,1047,5e-4,0.895571,2.4487,1205.25,0.8548,0.150038,0.092217,4.719722,0.090018,0.087206,0.096979,0.094143,0.091982,0.091023,0.088421,0.095818
4200,1050,5e-4,0.869521,2.3858,1441.85,0.8848,0.148206,0.089919,4.470067,0.088904,0.083050,0.077855,0.080755,0.078946,0.093394,0.087856,0.095011
4210,1052,5e-4,0.851529,2.3432,1359.96,0.8742,0.148468,0.091573,4.404325,0.104507,0.089049,0.090516,0.087366,0.093873,0.088695,0.088137,0.100051
4220,1055,5e-4,0.794033,2.2123,1133.77,0.8921,0.146968,0.091955,4.163275,0.100776,0.094964,0.091892,0.089119,0.092450,0.089223,0.090078,0.101285
4230,1057,5e-4,0.798069,2.2212,1437.85,0.8570,0.148930,0.090394,4.062881,0.072100,0.096828,0.087405,0.083578,0.083934,0.086023,0.090830,0.093730
4240,1060,5e-4,0.866377,2.3783,1332.45,0.8815,0.152561,0.091471,4.568327,0.082210,0.089103,0.085353,0.080277,0.094959,0.088116,0.087719,0.099341
4250,1062,5e-4,0.873172,2.3945,1370.11,0.8688,0.147832,0.090539,4.611276,0.077071,0.088176,0.086538,0.086844,0.082628,0.091207,0.091464,0.093519
4260,1065,5e-4,0.800059,2.2257,1834.17,0.8773,0.141682,0.086838,4.040510,0.093649,0.092023,0.080025,0.084417,0.083855,0.081085,0.088812,0.093595
4270,1067,5e-4,0.795556,2.2157,1220.43,0.8834,0.142917,0.088872,4.124172,0.069012,0.087624,0.090613,0.094301,0.086674,0.084730,0.089191,0.100164
4280,1070,5e-4,0.852232,2.3449,1375.38,0.8624,0.149115,0.089654,4.503831,0.093336,0.099864,0.093868,0.088826,0.083518,0.085140,0.090486,0.107603
4290,1072,5e-4,0.794626,2.2136,1223.96,0.8917,0.147018,0.094654,4.086576,0.107548,0.090224,0.088485,0.096576,0.085803,0.093568,0.093613,0.103035
4300,1075,5e-4,0.841991,2.3210,1516.89,0.8894,0.148149,0.090674,4.401061,0.119239,0.086572,0.091728,0.075353,0.087037,0.092010,0.091209,0.093916
4310,1077,5e-4,0.826829,2.2861,1501.59,0.8432,0.150061,0.091590,4.363149,0.082200,0.103828,0.089016,0.095954,0.086688,0.086689,0.087091,0.097871
4320,1080,5e-4,0.816727,2.2631,1322.53,0.8994,0.148765,0.091586,4.211214,0.100452,0.093270,0.081199,0.088278,0.089480,0.090096,0.087756,0.099220
4330,1082,5e-4,0.903349,2.4679,1370.70,0.8256,0.155676,0.092290,4.827121,0.106842,0.095297,0.103162,0.089485,0.085636,0.088038,0.090816,0.096773
4340,1085,5e-4,0.835020,2.3049,1167.67,0.8864,0.147764,0.091159,4.402919,0.094100,0.116475,0.095594,0.097882,0.089541,0.084965,0.088431,0.099264
4350,1087,5e-4,0.796635,2.2181,1280.09,0.8581,0.149677,0.091091,4.166419,0.114254,0.100257,0.088348,0.086598,0.091373,0.087081,0.088062,0.097535
4360,1090,5e-4,0.856694,2.3554,1612.86,0.8681,0.151797,0.091982,4.535705,0.073833,0.089300,0.094750,0.088412,0.086392,0.092665,0.090910,0.092289
4370,1092,5e-4,0.864293,2.3733,1704.01,0.8374,0.152712,0.091859,4.441730,0.085308,0.078720,0.097929,0.082456,0.088103,0.090642,0.087952,0.100394
4380,1095,5e-4,0.874373,2.3974,1416.52,0.8733,0.155400,0.095618,4.567930,0.099758,0.107148,0.105347,0.090413,0.086037,0.098570,0.095097,0.101028
4390,1097,5e-4,0.894852,2.4470,1306.93,0.8635,0.154393,0.096721,4.656346,0.085745,0.088025,0.109205,0.092846,0.094698,0.090578,0.093099,0.104340
4400,1100,5e-4,0.829803,2.2929,1481.66,0.8533,0.152564,0.093830,4.351265,0.100450,0.099244,0.091590,0.087588,0.086488,0.091345,0.094165,0.097687
4410,1102,5e-4,0.785308,2.1931,1449.57,0.8268,0.143664,0.087452,4.079136,0.075506,0.079182,0.095665,0.084214,0.083173,0.085237,0.087159,0.091249
4420,1105,5e-4,0.803621,2.2336,1234.55,0.8904,0.147356,0.090261,4.185087,0.086713,0.083783,0.090748,0.082058,0.092171,0.086094,0.093048,0.093650
4430,1107,5e-4,0.880818,2.4129,1834.01,0.8547,0.153906,0.091341,4.509119,0.112650,0.086429,0.089932,0.090002,0.086558,0.089324,0.086999,0.100326
4440,1110,5e-4,0.791883,2.2075,1340.82,0.8609,0.144447,0.086836,4.237521,0.085476,0.093853,0.096614,0.082071,0.082219,0.080798,0.083987,0.099027
4450,1112,5e-4,0.812730,2.2541,1144.71,0.9189,0.144005,0.089602,4.124544,0.092706,0.095990,0.087816,0.089481,0.089589,0.091886,0.087691,0.092729
4460,1115,5e-4,0.790892,2.2054,1249.01,0.8793,0.145212,0.088639,4.137680,0.092031,0.083469,0.084438,0.082287,0.093393,0.087020,0.087374,0.094000
4470,1117,5e-4,0.787180,2.1972,1225.74,0.8874,0.143823,0.087853,4.031368,0.077684,0.075885,0.096095,0.083861,0.088956,0.082221,0.086795,0.094789
4480,1120,5e-4,0.809297,2.2463,1253.04,0.9007,0.147487,0.090829,4.184330,0.074210,0.085876,0.082816,0.085172,0.084666,0.087475,0.089182,0.104051
4490,1122,5e-4,0.780411,2.1824,1188.87,0.8618,0.142532,0.088693,4.012871,0.089078,0.087591,0.096479,0.085308,0.086357,0.083463,0.087223,0.099334
4500,1125,5e-4,0.813008,2.2547,1202.87,0.8859,0.145040,0.090364,4.230817,0.101122,0.091462,0.080252,0.083542,0.085145,0.091165,0.087604,0.104681
4510,1127,5e-4,0.792718,2.2094,1301.55,0.8783,0.145942,0.090370,4.128068,0.089028,0.095820,0.092963,0.090036,0.087160,0.087123,0.088624,0.096188
4520,1130,5e-4,0.881905,2.4155,1644.58,0.8665,0.151604,0.090552,4.624382,0.090891,0.090297,0.095210,0.088604,0.086038,0.087587,0.087743,0.095326
4530,1132,5e-4,0.855693,2.3530,1449.87,0.8514,0.147281,0.088169,4.577230,0.076714,0.095439,0.099257,0.080140,0.083468,0.085663,0.085513,0.092275
4540,1135,5e-4,0.825997,2.2842,1353.99,0.8668,0.148125,0.092123,4.295813,0.100887,0.102021,0.100006,0.085084,0.084281,0.083888,0.095819,0.108941
4550,1137,5e-4,0.864798,2.3745,1330.99,0.8460,0.149767,0.093282,4.601373,0.089588,0.098078,0.093737,0.092265,0.086459,0.090924,0.094569,0.104212
4560,1140,5e-4,0.788114,2.1992,1424.02,0.8654,0.145632,0.087954,4.109838,0.079784,0.089609,0.086959,0.091576,0.090064,0.087331,0.086750,0.084820
4570,1142,5e-4,0.834402,2.3034,1537.21,0.8544,0.148033,0.091099,4.288409,0.070299,0.097385,0.100170,0.075984,0.085100,0.088578,0.090130,0.098707
4580,1145,5e-4,0.886979,2.4278,1189.19,0.8898,0.154669,0.096935,4.701982,0.085192,0.094177,0.107005,0.096451,0.088722,0.096471,0.093494,0.106412
4590,1147,5e-4,0.822106,2.2753,1560.72,0.8329,0.146614,0.089557,4.294835,0.090112,0.074883,0.095779,0.085088,0.084438,0.085208,0.090264,0.093522
4600,1150,5e-4,0.847227,2.3332,1263.67,0.9021,0.146841,0.089985,4.428320,0.077108,0.090292,0.101588,0.082768,0.091783,0.088152,0.086657,0.102104
4610,1152,5e-4,0.794912,2.2142,1322.35,0.8600,0.145607,0.090804,4.131717,0.082371,0.103715,0.088425,0.085703,0.087048,0.091183,0.089034,0.094613
4620,1155,5e-4,0.731799,2.0788,1203.09,0.9033,0.139147,0.088840,3.815641,0.084203,0.094964,0.091340,0.081855,0.089208,0.086448,0.087235,0.097064
4630,1157,5e-4,0.806541,2.2401,1564.28,0.8519,0.145159,0.089626,4.207016,0.093538,0.085251,0.103305,0.089527,0.091445,0.084972,0.089723,0.093593
4640,1160,5e-4,0.862327,2.3687,1132.90,0.9024,0.145583,0.092363,4.611152,0.084175,0.088457,0.079490,0.082369,0.094481,0.087312,0.092168,0.108776
4650,1162,5e-4,0.802791,2.2318,1343.36,0.8435,0.144437,0.090472,4.142324,0.081603,0.099421,0.077494,0.090098,0.091437,0.091508,0.090563,0.089846
4660,1165,5e-4,0.838907,2.3138,1908.49,0.8879,0.146283,0.088264,4.254417,0.072556,0.073344,0.085471,0.095943,0.085893,0.082629,0.085659,0.095119
4670,1167,5e-4,0.820974,2.2727,1532.51,0.8662,0.141589,0.086982,4.110250,0.091380,0.076311,0.088035,0.077844,0.089181,0.079604,0.085763,0.100512
4680,1170,5e-4,0.764856,2.1487,1611.26,0.8972,0.141862,0.087585,3.852436,0.106504,0.099113,0.098466,0.085977,0.078536,0.087901,0.088028,0.090320
4690,1172,5e-4,0.853862,2.3487,1312.30,0.8782,0.151850,0.095962,4.452273,0.081530,0.110659,0.077445,0.087492,0.092343,0.097139,0.095346,0.107473
4700,1175,5e-4,0.798001,2.2211,1341.64,0.8937,0.146092,0.093280,4.145273,0.089337,0.101263,0.092904,0.095833,0.083456,0.096362,0.091873,0.097694
4710,1177,5e-4,0.767449,2.1543,1370.18,0.8499,0.142859,0.089705,4.005784,0.086907,0.076932,0.093658,0.087141,0.088092,0.088912,0.086559,0.094838
4720,1180,5e-4,0.761915,2.1424,1277.29,0.8839,0.143237,0.090047,3.993227,0.086845,0.081741,0.083612,0.085128,0.087088,0.087259,0.090531,0.097626
4730,1182,5e-4,0.834408,2.3034,1611.31,0.8774,0.146024,0.091475,4.247253,0.098420,0.087740,0.095890,0.086858,0.090841,0.090979,0.085304,0.096670
4740,1185,5e-4,0.866435,2.3784,1214.16,0.8694,0.148447,0.092799,4.639071,0.095198,0.097153,0.097254,0.092747,0.085040,0.091026,0.092925,0.100409
4750,1187,5e-4,0.764980,2.1490,1166.44,0.8640,0.141168,0.088187,4.037828,0.095026,0.088188,0.083876,0.084750,0.084075,0.088651,0.086120,0.094317
4760,1190,5e-4,0.822380,2.2759,1355.63,0.8771,0.143477,0.089575,4.325274,0.094407,0.089581,0.092876,0.086652,0.086109,0.087967,0.086157,0.111015
4770,1192,5e-4,0.798047,2.2212,1351.51,0.8618,0.147954,0.091653,4.154396,0.104670,0.128155,0.095772,0.089122,0.092105,0.085939,0.090702,0.095926
4780,1195,5e-4,0.855636,2.3529,1441.82,0.8628,0.150753,0.094044,4.524072,0.103862,0.088029,0.090169,0.083537,0.093578,0.099880,0.092587,0.102037
4790,1197,5e-4,0.883856,2.4202,1363.12,0.8080,0.152844,0.092703,4.806232,0.118199,0.080873,0.090248,0.084094,0.091646,0.091232,0.091538,0.102630
4800,1200,5e-4,0.808356,2.2442,1527.91,0.8780,0.145123,0.091174,4.120086,0.106106,0.108020,0.084681,0.086776,0.091020,0.091281,0.085266,0.099681
4810,1202,5e-4,0.847522,2.3339,1656.81,0.8335,0.145434,0.090498,4.404220,0.090849,0.091311,0.095323,0.085663,0.084448,0.084383,0.089637,0.099344
4820,1205,5e-4,0.780342,2.1822,1294.84,0.8834,0.141681,0.087538,4.045084,0.090141,0.081361,0.086176,0.090126,0.089331,0.086754,0.085469,0.092515
4830,1207,5e-4,0.827613,2.2879,1233.28,0.8656,0.142303,0.088436,4.331093,0.139510,0.096624,0.088226,0.090321,0.081469,0.082376,0.089141,0.090138
4840,1210,5e-4,0.842204,2.3215,1833.15,0.8797,0.147544,0.091847,4.370236,0.072525,0.086712,0.099407,0.092105,0.085146,0.090564,0.090248,0.095328
4850,1212,5e-4,0.766400,2.1520,1248.32,0.8790,0.143811,0.092112,4.007170,0.073592,0.109319,0.102873,0.093257,0.092003,0.089067,0.089836,0.096826
4860,1215,5e-4,0.802214,2.2305,1166.13,0.9059,0.142277,0.090453,4.178668,0.070835,0.096048,0.088500,0.083238,0.080227,0.089026,0.094916,0.090748
4870,1217,5e-4,0.784759,2.1919,1108.54,0.8669,0.147337,0.095020,4.127429,0.118220,0.086226,0.093484,0.098150,0.089723,0.092038,0.097024,0.102734
4880,1220,5e-4,0.860626,2.3646,1444.94,0.8626,0.151629,0.095178,4.594513,0.078592,0.105422,0.101427,0.093777,0.099537,0.093279,0.091479,0.099771
4890,1222,5e-4,0.805072,2.2369,1233.47,0.8673,0.146815,0.093887,4.240886,0.084290,0.090437,0.099863,0.085663,0.090699,0.092302,0.091117,0.104818
4900,1225,5e-4,0.765522,2.1501,1472.77,0.8559,0.145260,0.090811,4.041513,0.103609,0.100425,0.105945,0.091951,0.087737,0.090423,0.088944,0.093490
4910,1227,5e-4,0.787602,2.1981,1291.00,0.8549,0.146636,0.091538,4.110723,0.099484,0.076907,0.099223,0.097558,0.093176,0.086746,0.092222,0.093213
4920,1230,5e-4,0.813588,2.2560,1299.30,0.8961,0.144973,0.090853,4.170143,0.117692,0.121105,0.091844,0.083329,0.087218,0.089269,0.089113,0.096083
4930,1232,5e-4,0.832801,2.2998,1297.16,0.8726,0.144135,0.089891,4.281751,0.096553,0.086816,0.088554,0.086840,0.087651,0.087918,0.087243,0.094281
4940,1235,5e-4,0.744103,2.1046,1213.58,0.9104,0.138927,0.085664,3.785666,0.093233,0.091187,0.087231,0.092272,0.078370,0.082211,0.087633,0.088281
4950,1237,5e-4,0.826726,2.2858,1145.60,0.8859,0.142810,0.089506,4.251689,0.071774,0.082832,0.094262,0.083121,0.082606,0.085692,0.090283,0.095692
4960,1240,5e-4,0.800482,2.2266,1251.50,0.9062,0.142255,0.088918,4.191750,0.109664,0.120399,0.083861,0.079015,0.089755,0.090072,0.089253,0.090392
4970,1242,5e-4,0.784523,2.1914,1252.41,0.8807,0.141600,0.088431,4.038246,0.085179,0.101077,0.083921,0.085072,0.086975,0.087813,0.085824,0.096338
4980,1245,5e-4,0.866667,2.3790,1173.39,0.8779,0.147588,0.090318,4.628313,0.096346,0.087117,0.085069,0.084563,0.086344,0.086336,0.089819,0.100575
4990,1247,5e-4,0.831454,2.2967,1314.01,0.8448,0.147696,0.090742,4.410106,0.089668,0.089417,0.095612,0.078001,0.088024,0.087003,0.090386,0.098833
5000,1250,5e-4,0.807515,2.2423,1445.75,0.8741,0.144555,0.088755,4.192017,0.083581,0.098794,0.111184,0.079043,0.086083,0.086281,0.086371,0.102377
5010,1252,5e-4,0.794696,2.2138,1204.80,0.8296,0.145209,0.088421,4.245945,0.094482,0.094295,0.089803,0.090868,0.082203,0.083727,0.088823,0.094242
5020,1255,5e-4,0.830511,2.2945,1506.85,0.8754,0.146136,0.088972,4.376014,0.068608,0.092663,0.085672,0.096184,0.088364,0.082555,0.087350,0.093807
5030,1257,5e-4,0.781682,2.1851,1593.74,0.8610,0.140111,0.086427,4.045721,0.081000,0.080032,0.080323,0.090165,0.080783,0.087439,0.085282,0.089723
5040,1260,5e-4,0.887039,2.4279,1353.23,0.8577,0.151769,0.092271,4.747351,0.093078,0.095480,0.094336,0.079134,0.090295,0.087720,0.089313,0.101009
