step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
10260,2565,5e-4,0.612975,1.8459,2557.78,1.5671,0.110781,0.063001,3.218763,0.057421,0.053716,0.062395,0.061126,0.058318,0.059983,0.064505,0.065129
10270,2567,5e-4,0.646035,1.9080,2691.96,1.5586,0.112045,0.062788,3.379501,0.050292,0.057711,0.056788,0.060196,0.060455,0.060005,0.066442,0.068188
10280,2570,5e-4,0.656056,1.9272,2330.57,1.6030,0.114784,0.064849,3.440861,0.062243,0.070545,0.061900,0.064046,0.060452,0.058768,0.064730,0.073505
10290,2572,5e-4,0.609872,1.8402,2429.00,1.5806,0.109640,0.061192,3.215473,0.063646,0.070599,0.072633,0.064419,0.057035,0.057209,0.060907,0.061696
10300,2575,5e-4,0.617570,1.8544,2831.00,1.5941,0.109535,0.061857,3.239062,0.078986,0.080603,0.058051,0.062767,0.060437,0.059938,0.060845,0.058300
10310,2577,5e-4,0.639510,1.8956,2317.42,1.6165,0.113442,0.066219,3.330366,0.063080,0.066052,0.067028,0.065826,0.064632,0.065634,0.063943,0.071237
10320,2580,5e-4,0.589426,1.8030,2311.57,1.6859,0.106968,0.061044,3.008142,0.066229,0.065139,0.065429,0.047973,0.057392,0.060912,0.061285,0.062517
10330,2582,5e-4,0.663990,1.9425,2644.35,1.6160,0.114678,0.065282,3.454808,0.062794,0.071469,0.071056,0.058393,0.059580,0.064160,0.064328,0.068518
10340,2585,5e-4,0.624416,1.8672,2919.39,1.6244,0.112706,0.064126,3.237401,0.065941,0.072698,0.079528,0.065750,0.057777,0.065371,0.065853,0.062409
10350,2587,5e-4,0.642002,1.9003,2565.69,1.6106,0.111624,0.063701,3.341617,0.061862,0.062377,0.054430,0.060689,0.068272,0.061059,0.061088,0.066732
10360,2590,5e-4,0.575472,1.7780,2435.91,1.5992,0.106814,0.061548,3.077899,0.055347,0.062225,0.059259,0.056752,0.063395,0.058887,0.061250,0.060752
10370,2592,5e-4,0.696221,2.0062,2902.26,1.6707,0.113830,0.064424,3.577884,0.055814,0.055494,0.062705,0.059611,0.061253,0.059173,0.063515,0.072395
10380,2595,5e-4,0.668279,1.9509,2570.62,1.6401,0.111603,0.063294,3.519988,0.055493,0.053822,0.052166,0.062782,0.064109,0.057737,0.064617,0.066833
10390,2597,5e-4,0.630890,1.8793,2237.41,1.6660,0.106523,0.061988,3.178761,0.054178,0.071339,0.065205,0.057558,0.055976,0.063712,0.060979,0.064161
10400,2600,5e-4,0.645324,1.9066,2132.58,1.6062,0.111699,0.063591,3.458016,0.052015,0.064242,0.067738,0.068308,0.058368,0.064566,0.063513,0.062930
10410,2602,5e-4,0.612879,1.8457,2503.40,1.6159,0.108108,0.062498,3.131570,0.055391,0.060585,0.061778,0.056883,0.058203,0.063775,0.060771,0.064695
10420,2605,5e-4,0.680540,1.9749,2334.38,1.6206,0.116386,0.063883,3.661857,0.061938,0.064541,0.059750,0.061560,0.062700,0.064914,0.063968,0.064381
10430,2607,5e-4,0.705686,2.0252,2404.04,1.6044,0.114888,0.066250,3.708033,0.065045,0.076343,0.061872,0.061978,0.057493,0.062302,0.066175,0.070137
10440,2610,5e-4,0.631777,1.8810,2632.84,1.6463,0.109158,0.065166,3.224757,0.060716,0.056201,0.056596,0.058015,0.065857,0.061683,0.064858,0.071109
10450,2612,5e-4,0.659660,1.9341,3301.72,1.6292,0.112709,0.065129,3.407075,0.056307,0.061488,0.060894,0.056918,0.063949,0.062417,0.067274,0.065480
10460,2615,5e-4,0.633136,1.8835,2931.11,1.6389,0.111786,0.064402,3.247259,0.072752,0.063326,0.065615,0.059598,0.056310,0.064469,0.062424,0.066620
10470,2617,5e-4,0.721336,2.0572,2115.03,1.5503,0.119159,0.069273,3.825373,0.061291,0.059845,0.074585,0.061681,0.063852,0.062426,0.069826,0.081637
10480,2620,5e-4,0.557432,1.7462,2123.18,1.6138,0.108086,0.062558,2.920317,0.059262,0.083138,0.065100,0.059355,0.062696,0.059915,0.063303,0.065088
10490,2622,5e-4,0.654803,1.9248,2237.12,1.6107,0.109998,0.062299,3.363815,0.051309,0.065700,0.063522,0.058925,0.063981,0.061572,0.061424,0.062916
10500,2625,5e-4,0.605872,1.8328,2551.65,1.6535,0.107690,0.061567,3.103091,0.076269,0.063645,0.057609,0.062102,0.060052,0.060947,0.062360,0.064852
10510,2627,5e-4,0.691384,1.9965,2864.82,1.6085,0.114892,0.064413,3.622739,0.076412,0.057562,0.065157,0.066686,0.058066,0.061586,0.065194,0.065135
10520,2630,5e-4,0.610372,1.8411,2294.49,1.6137,0.105929,0.061085,3.221324,0.057527,0.068036,0.066894,0.068520,0.057454,0.063097,0.059036,0.059757
10530,2632,5e-4,0.594631,1.8124,2242.23,1.6165,0.106810,0.061385,3.024812,0.047076,0.056135,0.061082,0.057335,0.061244,0.061472,0.061635,0.059868
10540,2635,5e-4,0.714274,2.0427,2357.74,1.5974,0.116415,0.067740,3.763786,0.065123,0.070637,0.073304,0.058271,0.064066,0.065707,0.069035,0.073926
10550,2637,5e-4,0.595846,1.8146,2397.83,1.6512,0.112611,0.066129,3.030036,0.063924,0.075600,0.068159,0.059722,0.060482,0.062050,0.067157,0.070875
10560,2640,5e-4,0.597241,1.8171,3158.73,1.6553,0.108163,0.060464,2.992306,0.052972,0.053746,0.055653,0.058635,0.059107,0.061089,0.059814,0.054997
10570,2642,5e-4,0.628871,1.8755,2407.92,1.6247,0.113863,0.066509,3.200032,0.074361,0.075966,0.060166,0.064756,0.062802,0.066686,0.067362,0.066951
10580,2645,5e-4,0.656729,1.9285,2660.97,1.6264,0.111470,0.063557,3.344920,0.048815,0.059050,0.056706,0.063078,0.060968,0.061254,0.062631,0.067924
10590,2647,5e-4,0.636591,1.8900,2185.58,1.5981,0.110004,0.061147,3.286459,0.058000,0.059683,0.064679,0.056813,0.059263,0.061861,0.061375,0.062952
10600,2650,5e-4,0.679855,1.9736,2846.99,1.6287,0.114048,0.064253,3.533539,0.065164,0.079148,0.062957,0.060366,0.059441,0.063044,0.061519,0.069689
10610,2652,5e-4,0.648960,1.9136,2630.23,1.6698,0.109799,0.064668,3.273097,0.059377,0.047916,0.062629,0.063422,0.059980,0.065144,0.064903,0.068502
10620,2655,5e-4,0.606066,1.8332,2286.81,1.5657,0.114223,0.064635,3.243194,0.064395,0.066674,0.064805,0.066245,0.056598,0.064332,0.066020,0.067773
10630,2657,5e-4,0.612098,1.8443,2251.72,1.6395,0.108858,0.062636,3.088697,0.067535,0.082115,0.069662,0.065766,0.060197,0.059294,0.061885,0.066950
10640,2660,5e-4,0.600592,1.8232,2640.39,1.6361,0.110631,0.061541,3.082311,0.067731,0.062610,0.062467,0.053795,0.064714,0.059306,0.062074,0.064507
10650,2662,5e-4,0.566449,1.7620,2116.03,1.6067,0.104244,0.060216,2.911275,0.046623,0.056505,0.055344,0.056771,0.060392,0.063271,0.059676,0.062403
10660,2665,5e-4,0.605016,1.8313,2996.68,1.6596,0.105587,0.058298,3.039288,0.057092,0.047263,0.050565,0.055664,0.052422,0.057379,0.054412,0.064481
10670,2667,5e-4,0.573713,1.7748,2033.68,1.5997,0.105218,0.062186,2.977118,0.075949,0.065513,0.059807,0.058881,0.062238,0.062389,0.061419,0.063278
10680,2670,5e-4,0.686276,1.9863,3196.88,1.6049,0.115762,0.065988,3.590625,0.065461,0.068135,0.058655,0.059113,0.061917,0.062666,0.067940,0.069099
10690,2672,5e-4,0.636752,1.8903,2186.42,1.6472,0.110912,0.062320,3.309708,0.047014,0.066366,0.066337,0.062528,0.057674,0.060640,0.063029,0.064917
10700,2675,5e-4,0.626117,1.8703,2885.17,1.6434,0.108670,0.060905,3.217346,0.056830,0.061399,0.047510,0.062608,0.062751,0.057845,0.063172,0.060991
10710,2677,5e-4,0.642461,1.9012,2259.80,1.6645,0.108582,0.061510,3.279726,0.064266,0.067721,0.067224,0.055061,0.058346,0.065486,0.059633,0.062082
10720,2680,5e-4,0.694311,2.0023,2547.98,1.6216,0.113522,0.066028,3.629045,0.061281,0.073255,0.062265,0.061845,0.067467,0.065003,0.061612,0.069918
10730,2682,5e-4,0.624203,1.8668,2233.52,1.6327,0.110722,0.064300,3.252386,0.055878,0.064076,0.064985,0.058366,0.057998,0.063248,0.063877,0.069849
10740,2685,5e-4,0.649824,1.9152,2651.36,1.6088,0.108922,0.062627,3.378776,0.079453,0.063786,0.053239,0.062561,0.057508,0.056407,0.065507,0.066008
10750,2687,5e-4,0.623676,1.8658,2121.75,1.5983,0.108608,0.063202,3.249676,0.055075,0.061815,0.060305,0.058972,0.055789,0.065051,0.065367,0.062992
10760,2690,5e-4,0.759341,2.1369,2973.67,1.6195,0.117738,0.065934,3.975131,0.054049,0.069269,0.059111,0.060668,0.063444,0.065762,0.066401,0.068043
10770,2692,5e-4,0.577212,1.7811,2012.74,1.6478,0.103571,0.061556,2.940995,0.081877,0.060193,0.069651,0.058054,0.059334,0.059471,0.062658,0.062034
10780,2695,5e-4,0.659720,1.9343,2340.75,1.6033,0.113226,0.065099,3.446760,0.046965,0.062033,0.068567,0.059466,0.057752,0.061914,0.065983,0.070141
10790,2697,5e-4,0.678522,1.9710,2380.69,1.5581,0.113083,0.064657,3.571126,0.045946,0.060988,0.072743,0.063156,0.061677,0.061441,0.064834,0.067570
10800,2700,5e-4,0.811977,2.2524,3238.17,1.5554,0.120316,0.067093,4.246213,0.059237,0.070106,0.073254,0.063709,0.064798,0.063303,0.064424,0.070850
10810,2702,5e-4,0.652167,1.9197,2470.96,1.5660,0.111466,0.066253,3.387086,0.069735,0.046996,0.050208,0.059967,0.065021,0.065708,0.067809,0.066202
10820,2705,5e-4,0.653236,1.9217,2208.32,1.6013,0.112003,0.065708,3.415099,0.056702,0.058436,0.071671,0.065170,0.070563,0.065867,0.064741,0.067842
10830,2707,5e-4,0.631520,1.8805,2286.82,1.5279,0.113049,0.068132,3.326551,0.052380,0.059969,0.066651,0.063657,0.061281,0.062476,0.069988,0.076241
10840,2710,5e-4,0.640426,1.8973,2436.30,1.5796,0.110481,0.062876,3.325839,0.074055,0.067491,0.065092,0.056248,0.059245,0.060265,0.062662,0.066242
10850,2712,5e-4,0.634600,1.8863,1977.54,1.5348,0.109714,0.061344,3.387055,0.043147,0.061805,0.056426,0.059451,0.055954,0.064704,0.062079,0.063898
10860,2715,5e-4,0.669899,1.9540,2486.66,1.5915,0.110215,0.064342,3.502809,0.053269,0.064066,0.063325,0.064068,0.061027,0.063528,0.065625,0.065750
10870,2717,5e-4,0.583283,1.7919,2086.09,1.6208,0.103149,0.061086,2.985830,0.054137,0.066328,0.065327,0.053953,0.060837,0.061529,0.061969,0.056817
10880,2720,5e-4,0.659377,1.9336,2608.77,1.5760,0.111350,0.064730,3.441154,0.067689,0.059402,0.061467,0.056948,0.071735,0.063642,0.062824,0.070931
10890,2722,5e-4,0.642031,1.9003,2480.05,1.5813,0.108946,0.063065,3.339249,0.071883,0.073130,0.061355,0.054720,0.065790,0.063647,0.060995,0.065156
10900,2725,5e-4,0.623000,1.8645,2281.04,1.5541,0.111851,0.066799,3.333696,0.038397,0.064035,0.069067,0.061829,0.060736,0.064870,0.067585,0.072813
10910,2727,5e-4,0.629945,1.8775,2297.38,1.5563,0.110305,0.063074,3.347154,0.049740,0.066729,0.056908,0.060421,0.063125,0.063858,0.064463,0.055334
10920,2730,5e-4,0.659768,1.9343,2770.76,1.6121,0.111637,0.063582,3.361035,0.044207,0.058505,0.065112,0.067361,0.057633,0.062414,0.062136,0.069173
10930,2732,5e-4,0.632205,1.8818,2473.53,1.5850,0.113769,0.064935,3.263097,0.057978,0.047697,0.066659,0.072825,0.066780,0.065711,0.064881,0.061611
10940,2735,5e-4,0.593771,1.8108,2100.39,1.5850,0.108459,0.064509,3.113437,0.054395,0.070384,0.079735,0.066449,0.066408,0.067298,0.062966,0.061979
10950,2737,5e-4,0.682071,1.9780,2369.92,1.5558,0.115622,0.066412,3.565311,0.065374,0.067346,0.078532,0.065171,0.064939,0.062887,0.064475,0.066114
10960,2740,5e-4,0.630111,1.8778,2324.50,1.6144,0.108129,0.062855,3.295936,0.062659,0.061396,0.068912,0.057550,0.057239,0.062928,0.065947,0.055982
10970,2742,5e-4,0.568085,1.7649,2513.22,1.5416,0.107677,0.063361,2.989057,0.084089,0.084787,0.072578,0.062122,0.065895,0.063325,0.061768,0.058151
10980,2745,5e-4,0.689852,1.9934,2226.33,1.5348,0.116853,0.067153,3.724501,0.070068,0.062498,0.076735,0.061949,0.060495,0.061075,0.066954,0.078069
10990,2747,5e-4,0.576522,1.7798,2318.98,1.6071,0.105413,0.062616,2.944844,0.044611,0.064735,0.052976,0.060949,0.059887,0.061097,0.066180,0.062945
11000,2750,5e-4,0.621420,1.8616,2409.74,1.6301,0.108491,0.063749,3.190109,0.079816,0.057642,0.062304,0.056602,0.054915,0.059934,0.064706,0.067940
11010,2752,5e-4,0.582459,1.7904,2504.56,1.5973,0.105850,0.062379,3.015923,0.057637,0.068049,0.074265,0.061947,0.061773,0.058984,0.062518,0.066534
11020,2755,5e-4,0.594185,1.8116,2075.13,1.7051,0.103789,0.061942,3.029814,0.051560,0.056338,0.068165,0.066403,0.065769,0.059886,0.059808,0.064722
11030,2757,5e-4,0.620474,1.8598,2532.50,1.6407,0.112302,0.065633,3.219650,0.085277,0.089241,0.066139,0.058031,0.064236,0.066703,0.064448,0.072492
11040,2760,5e-4,0.606987,1.8349,2712.57,1.6343,0.106601,0.060552,3.204194,0.067340,0.059883,0.058042,0.063002,0.061359,0.055888,0.059688,0.060164
11050,2762,5e-4,0.562958,1.7559,1922.88,1.6129,0.104364,0.061240,2.960170,0.068421,0.051475,0.061509,0.052280,0.059840,0.060562,0.063039,0.063822
11060,2765,5e-4,0.585468,1.7958,2801.54,1.6613,0.108844,0.063808,3.010522,0.055398,0.062489,0.058466,0.055023,0.062289,0.061570,0.062488,0.068951
11070,2767,5e-4,0.637397,1.8916,1987.08,1.6375,0.109507,0.062667,3.303089,0.070615,0.053219,0.053367,0.062848,0.061752,0.062905,0.062947,0.065023
11080,2770,5e-4,0.577896,1.7823,2904.49,1.6496,0.103561,0.057870,3.022819,0.049627,0.055151,0.063111,0.055530,0.060416,0.053636,0.058570,0.056673
11090,2772,5e-4,0.628019,1.8739,2713.07,1.5834,0.113273,0.065399,3.327656,0.068865,0.050240,0.057757,0.057746,0.061584,0.060763,0.063483,0.069981
11100,2775,5e-4,0.703284,2.0204,2455.57,1.6396,0.113001,0.063878,3.659595,0.060395,0.053862,0.071798,0.069462,0.060401,0.063945,0.061181,0.066543
11110,2777,5e-4,0.650291,1.9161,2507.45,1.5816,0.112475,0.063395,3.443620,0.062325,0.061622,0.061052,0.064293,0.061494,0.059558,0.061906,0.065556
11120,2780,5e-4,0.687932,1.9896,2951.34,1.6409,0.111132,0.063203,3.520220,0.051443,0.059570,0.064234,0.065601,0.055060,0.062452,0.063730,0.064543
11130,2782,5e-4,0.616064,1.8516,2164.90,1.5914,0.108886,0.063521,3.247558,0.066515,0.066266,0.073186,0.065240,0.059643,0.062557,0.063665,0.064864
11140,2785,5e-4,0.672127,1.9584,2804.58,1.5800,0.112221,0.065320,3.586447,0.087732,0.071485,0.080232,0.067384,0.066860,0.066399,0.065201,0.062731
11150,2787,5e-4,0.563552,1.7569,2569.84,1.6162,0.101674,0.060548,2.840821,0.064912,0.068186,0.048842,0.061068,0.056079,0.058331,0.061896,0.061342
11160,2790,5e-4,0.694592,2.0029,2645.78,1.6223,0.113598,0.063842,3.639052,0.070981,0.058955,0.066337,0.051883,0.061278,0.061901,0.063716,0.067783
11170,2792,5e-4,0.639536,1.8956,3125.90,1.5639,0.108911,0.061961,3.358045,0.070155,0.070897,0.065609,0.060882,0.065565,0.061370,0.060288,0.061535
11180,2795,5e-4,0.643466,1.9031,2419.37,1.6494,0.108946,0.063462,3.309378,0.067815,0.068250,0.076521,0.064027,0.059285,0.060944,0.064191,0.064254
11190,2797,5e-4,0.581768,1.7892,3313.81,1.6320,0.105021,0.061657,2.960204,0.057052,0.051711,0.060930,0.056602,0.061422,0.057957,0.062091,0.058651
11200,2800,5e-4,0.603016,1.8276,2852.76,1.6532,0.106377,0.061148,3.104391,0.060217,0.067528,0.062745,0.058820,0.059923,0.059635,0.064001,0.060545
11210,2802,5e-4,0.621676,1.8620,2228.94,1.6208,0.107966,0.063296,3.225914,0.055605,0.058442,0.065223,0.064191,0.058944,0.062837,0.065824,0.063497
11220,2805,5e-4,0.618386,1.8559,3231.13,1.6151,0.109091,0.064312,3.211074,0.038404,0.047846,0.055058,0.064839,0.067648,0.063824,0.063151,0.065992
11230,2807,5e-4,0.607628,1.8361,2714.30,1.6629,0.106620,0.061674,3.129619,0.057519,0.062103,0.056814,0.063160,0.060131,0.060209,0.061237,0.063354
11240,2810,5e-4,0.605758,1.8326,2545.29,1.6680,0.106569,0.062675,3.092819,0.046813,0.061095,0.067624,0.065123,0.063114,0.060212,0.063397,0.059081
11250,2812,5e-4,0.585931,1.7967,2742.56,1.6345,0.105142,0.062813,3.035038,0.054201,0.068366,0.055097,0.064959,0.059820,0.065594,0.060760,0.060876
11260,2815,5e-4,0.604260,1.8299,2248.41,1.6343,0.109419,0.065445,3.202725,0.054670,0.062768,0.059187,0.062090,0.068191,0.070727,0.062661,0.068109
11270,2817,5e-4,0.634545,1.8862,2483.02,1.5713,0.109018,0.062117,3.369352,0.052613,0.054591,0.084798,0.072748,0.060192,0.061443,0.059768,0.063362
11280,2820,5e-4,0.602813,1.8273,2361.31,1.6566,0.108041,0.062104,3.143640,0.053763,0.059544,0.071450,0.055240,0.060614,0.062007,0.061944,0.060097
11290,2822,5e-4,0.646091,1.9081,3120.17,1.6240,0.109715,0.062229,3.277129,0.060129,0.072688,0.077710,0.065281,0.061311,0.062158,0.060056,0.060419
11300,2825,5e-4,0.604014,1.8294,2492.45,1.6164,0.108301,0.064006,3.192349,0.066277,0.065109,0.059415,0.059312,0.062679,0.062229,0.064686,0.067742
11310,2827,5e-4,0.597319,1.8172,2084.05,1.6495,0.108036,0.065190,3.068154,0.055705,0.061947,0.062461,0.062464,0.063148,0.068529,0.064183,0.073003
11320,2830,5e-4,0.571350,1.7707,2824.96,1.6729,0.102241,0.061604,2.961310,0.052218,0.055097,0.059581,0.060800,0.055198,0.059734,0.062503,0.060187
11330,2832,5e-4,0.639805,1.8961,2593.32,1.5928,0.111238,0.066829,3.372241,0.053768,0.050376,0.052977,0.067351,0.073502,0.064957,0.064295,0.074754
11340,2835,5e-4,0.604657,1.8306,3061.30,1.6283,0.107617,0.063714,3.048198,0.077414,0.068401,0.060099,0.060556,0.061976,0.066021,0.062071,0.066182
11350,2837,5e-4,0.635194,1.8874,3306.66,1.5830,0.111366,0.064487,3.329679,0.059756,0.057433,0.053636,0.057644,0.063590,0.062121,0.062968,0.068031
11360,2840,5e-4,0.641038,1.8985,2507.19,1.6426,0.109782,0.065572,3.371274,0.056270,0.067417,0.054686,0.058020,0.054186,0.065263,0.067543,0.066354
11370,2842,5e-4,0.617085,1.8535,3011.11,1.6480,0.108085,0.063751,3.110377,0.068285,0.081129,0.069415,0.056669,0.060615,0.058620,0.063004,0.064533
11380,2845,5e-4,0.578156,1.7827,2238.46,1.6439,0.105608,0.060546,3.014422,0.064728,0.067057,0.063343,0.057554,0.059845,0.056510,0.062553,0.059106
11390,2847,5e-4,0.613588,1.8470,2516.49,1.6201,0.108302,0.063820,3.188904,0.064957,0.070936,0.064192,0.054385,0.057014,0.060737,0.062574,0.067463
11400,2850,5e-4,0.642514,1.9013,2825.96,1.5875,0.110282,0.064300,3.373170,0.074687,0.077036,0.068089,0.067560,0.065681,0.061970,0.060511,0.068875
11410,2852,5e-4,0.606329,1.8337,2429.20,1.6258,0.107985,0.064733,3.133724,0.050585,0.060407,0.050860,0.063106,0.064577,0.066412,0.063150,0.067764
11420,2855,5e-4,0.636150,1.8892,2497.38,1.6312,0.111854,0.065469,3.351378,0.047063,0.061579,0.068691,0.063567,0.064043,0.064241,0.068017,0.063757
11430,2857,5e-4,0.578968,1.7842,1983.83,1.6244,0.106360,0.062115,3.038496,0.056155,0.052477,0.056901,0.058219,0.058253,0.059623,0.063910,0.068641
11440,2860,5e-4,0.634550,1.8862,2524.25,1.6857,0.108220,0.064662,3.258729,0.041646,0.062801,0.064596,0.067091,0.061243,0.061510,0.061828,0.071093
11450,2862,5e-4,0.639347,1.8952,2840.34,1.5661,0.113159,0.064371,3.386039,0.087408,0.058553,0.059622,0.059437,0.061907,0.063416,0.063344,0.064786
11460,2865,5e-4,0.628308,1.8744,2134.33,1.6679,0.107704,0.063952,3.267985,0.054501,0.058508,0.061103,0.059315,0.063123,0.064404,0.063502,0.071900
11470,2867,5e-4,0.737555,2.0908,2462.34,1.6207,0.114267,0.066939,3.909003,0.073831,0.071411,0.060714,0.066161,0.065452,0.064374,0.067417,0.066012
11480,2870,5e-4,0.585401,1.7957,2223.01,1.5863,0.105472,0.061911,3.084584,0.067776,0.069011,0.070177,0.061560,0.062201,0.061119,0.062333,0.058176
11490,2872,5e-4,0.600534,1.8231,2357.78,1.6102,0.104728,0.061670,3.073140,0.065459,0.059578,0.065529,0.058347,0.055787,0.060012,0.064305,0.058141
11500,2875,5e-4,0.620651,1.8601,2682.91,1.6062,0.107574,0.062670,3.252576,0.054623,0.079533,0.065326,0.062353,0.062533,0.060256,0.062710,0.061217
11510,2877,5e-4,0.680148,1.9742,2719.85,1.5408,0.112827,0.062459,3.662492,0.050173,0.065114,0.052083,0.056322,0.062185,0.058311,0.063504,0.067876
11520,2880,5e-4,0.592299,1.8081,2109.26,1.6174,0.104144,0.063926,3.079688,0.062513,0.072086,0.069896,0.070383,0.067622,0.061042,0.064932,0.059288
11530,2882,5e-4,0.597768,1.8181,2351.39,1.5760,0.107003,0.062983,3.109020,0.046062,0.063580,0.058956,0.065985,0.072068,0.059898,0.062453,0.061434
11540,2885,5e-4,0.623766,1.8659,2075.96,1.6134,0.107473,0.063523,3.259651,0.066039,0.064604,0.074592,0.059797,0.055945,0.065309,0.065133,0.062386
11550,2887,5e-4,0.665272,1.9450,2490.38,1.5641,0.109536,0.062055,3.458218,0.057792,0.066181,0.069931,0.055286,0.057127,0.064009,0.060803,0.065889
11560,2890,5e-4,0.690208,1.9941,2319.05,1.6346,0.112360,0.063083,3.574165,0.066590,0.069942,0.062344,0.060250,0.064224,0.060420,0.061058,0.078006
11570,2892,5e-4,0.626455,1.8710,1960.95,1.5856,0.107185,0.063110,3.292164,0.042417,0.053598,0.052410,0.055540,0.061736,0.062813,0.062729,0.073156
11580,2895,5e-4,0.651043,1.9175,3023.11,1.6284,0.113362,0.066059,3.371848,0.074744,0.093984,0.073388,0.060125,0.066152,0.059143,0.065360,0.081465
11590,2897,5e-4,0.649479,1.9145,2767.77,1.6611,0.108759,0.061897,3.323641,0.063175,0.060302,0.053393,0.061362,0.058680,0.059820,0.064374,0.060553
11600,2900,5e-4,0.626612,1.8713,2438.38,1.6365,0.108884,0.063753,3.218151,0.054225,0.065161,0.066123,0.061383,0.059278,0.059299,0.064202,0.069811
11610,2902,5e-4,0.543439,1.7219,2281.51,1.6074,0.099174,0.058459,2.836129,0.053301,0.058012,0.051669,0.059057,0.059857,0.057791,0.057872,0.060329
11620,2905,5e-4,0.594376,1.8119,2637.73,1.6565,0.105304,0.060167,3.051083,0.064266,0.062810,0.057490,0.050767,0.059801,0.056894,0.060929,0.062865
11630,2907,5e-4,0.530043,1.6990,2262.75,1.6861,0.095695,0.056068,2.609098,0.051390,0.068542,0.062049,0.054927,0.057227,0.053796,0.056394,0.057451
11640,2910,5e-4,0.679422,1.9727,2474.81,1.5784,0.114879,0.065649,3.567146,0.066684,0.067097,0.070729,0.064411,0.063012,0.065407,0.063413,0.068380
11650,2912,5e-4,0.630043,1.8777,2427.17,1.5863,0.113365,0.067125,3.306367,0.062201,0.067793,0.067271,0.058822,0.061589,0.069389,0.063489,0.067826
11660,2915,5e-4,0.611364,1.8429,2496.61,1.6311,0.109387,0.062178,3.123565,0.058430,0.067437,0.056373,0.058148,0.057997,0.061913,0.063054,0.064741
11670,2917,5e-4,0.541452,1.7185,2030.75,1.5996,0.102566,0.061051,2.828203,0.055603,0.062594,0.057341,0.051387,0.054863,0.060718,0.063765,0.068236
11680,2920,5e-4,0.668722,1.9517,2761.55,1.6049,0.113173,0.063946,3.500741,0.057331,0.053767,0.062955,0.052432,0.064529,0.062400,0.061670,0.067932
11690,2922,5e-4,0.615599,1.8508,2693.83,1.5704,0.106738,0.061580,3.225869,0.074903,0.077062,0.060355,0.055445,0.056780,0.061854,0.058979,0.064657
11700,2925,5e-4,0.624013,1.8664,2984.78,1.6266,0.107112,0.059348,3.206563,0.061705,0.072186,0.056920,0.055936,0.059908,0.053776,0.060515,0.059213
11710,2927,5e-4,0.622215,1.8631,2914.23,1.6368,0.105193,0.060602,3.198008,0.072193,0.065533,0.068962,0.050302,0.058658,0.062778,0.060745,0.058556
11720,2930,5e-4,0.596778,1.8163,2640.08,1.6653,0.104792,0.059077,3.084944,0.059403,0.054197,0.051272,0.060339,0.060151,0.056940,0.061349,0.057132
11730,2932,5e-4,0.633000,1.8833,2484.75,1.6217,0.107157,0.060861,3.303682,0.050859,0.047849,0.059941,0.066126,0.065275,0.062724,0.059649,0.056486
11740,2935,5e-4,0.598060,1.8186,2396.78,1.6204,0.106655,0.064189,3.131971,0.065600,0.063705,0.062551,0.061571,0.065925,0.065001,0.063591,0.062302
11750,2937,5e-4,0.598870,1.8201,1929.19,1.6185,0.108262,0.063618,3.165803,0.048684,0.063920,0.062069,0.053456,0.068185,0.060655,0.065338,0.068799
11760,2940,5e-4,0.614917,1.8495,2276.55,1.6359,0.110394,0.064503,3.202419,0.064979,0.059401,0.064729,0.064783,0.062325,0.065577,0.065221,0.062703
11770,2942,5e-4,0.612867,1.8457,2097.96,1.6342,0.108156,0.063671,3.204263,0.061812,0.054187,0.058182,0.069307,0.060355,0.064479,0.063655,0.066177
11780,2945,5e-4,0.597032,1.8167,2251.42,1.5922,0.109978,0.063814,3.164371,0.056681,0.071746,0.059006,0.055101,0.065751,0.063383,0.062343,0.065590
11790,2947,5e-4,0.572423,1.7726,2392.31,1.6020,0.103708,0.065274,2.996514,0.058075,0.055420,0.059949,0.070522,0.062198,0.064563,0.061204,0.078451
11800,2950,5e-4,0.683991,1.9818,2760.21,1.5803,0.111519,0.062993,3.647689,0.044220,0.060122,0.064680,0.072127,0.062284,0.064728,0.060832,0.064017
11810,2952,5e-4,0.596852,1.8164,2178.87,1.6121,0.106288,0.062832,3.092636,0.055884,0.060658,0.059200,0.051224,0.054105,0.063766,0.063736,0.061435
11820,2955,5e-4,0.652657,1.9206,2822.13,1.5365,0.114322,0.068013,3.460068,0.063790,0.072068,0.067798,0.066087,0.067660,0.064308,0.068251,0.069027
11830,2957,5e-4,0.589646,1.8033,2612.51,1.6376,0.101595,0.058045,3.013404,0.069035,0.054722,0.067218,0.056213,0.058398,0.055514,0.057688,0.062264
11840,2960,5e-4,0.623941,1.8663,2258.08,1.6154,0.111071,0.064026,3.315554,0.057679,0.065774,0.066997,0.066929,0.060731,0.060189,0.064513,0.067623
11850,2962,5e-4,0.611360,1.8429,2043.42,1.6684,0.104355,0.060605,3.147655,0.050960,0.055543,0.053297,0.055213,0.063323,0.058760,0.061263,0.060746
11860,2965,5e-4,0.567787,1.7644,2324.24,1.6317,0.103077,0.060287,2.966907,0.069132,0.055589,0.052876,0.054595,0.058444,0.059324,0.060041,0.060623
